Date,Nifty_50,IT,Bank,FMCG,Auto,Pharma,Metal,Realty
2021-02-23,14707.7998046875,24807.80078125,35116.54296875,33025.94921875,10379.5498046875,12029.5,3749.550048828125,347.45001220703125
2021-02-24,14982.0,24779.400390625,36451.87890625,33091.69921875,10405.5,12035.849609375,3778.64990234375,350.45001220703125
2021-02-25,15097.349609375,24872.44921875,36548.57421875,33001.80078125,10497.9501953125,12141.7001953125,3928.60009765625,356.3500061035156
2021-02-26,14529.150390625,24301.44921875,34803.1953125,32443.150390625,10169.900390625,11927.900390625,3822.64990234375,349.79998779296875
2021-03-01,14761.5498046875,24556.30078125,35295.58984375,32797.6484375,10411.7998046875,12092.7001953125,3896.949951171875,354.45001220703125
2021-03-02,14919.099609375,25301.849609375,35419.2890625,33250.8984375,10744.0498046875,12257.2998046875,3927.60009765625,357.1000061035156
2021-03-03,15245.599609375,25772.650390625,36367.62890625,33454.3984375,10673.099609375,12379.599609375,4058.60009765625,362.45001220703125
2021-03-04,15080.75,25631.849609375,35802.08203125,33443.80078125,10625.75,12351.75,3976.85009765625,362.8500061035156
2021-03-05,14938.099609375,25229.599609375,35227.73828125,33360.30078125,10524.400390625,12192.75,3869.39990234375,357.70001220703125
2021-03-08,14956.2001953125,25347.94921875,35275.33984375,33190.3515625,10507.349609375,12239.849609375,3900.800048828125,353.95001220703125
2021-03-09,15098.400390625,25582.349609375,35865.23046875,33215.8515625,10464.25,12133.849609375,3802.699951171875,350.1000061035156
2021-03-10,15174.7998046875,26010.099609375,35937.8828125,33402.75,10559.2998046875,12313.25,3873.64990234375,352.25
2021-03-12,15030.9501953125,25888.25,35496.234375,33068.5,10383.900390625,12184.25,3840.199951171875,349.3500061035156
2021-03-15,14929.5,26032.05078125,35182.140625,33058.8515625,10335.099609375,12024.5,3880.050048828125,347.95001220703125
2021-03-16,14910.4501953125,26363.849609375,34804.1953125,33351.75,10350.7998046875,12013.0,3847.25,346.0
2021-03-17,14721.2998046875,26183.5,34228.8515625,33194.6015625,10159.099609375,11787.5,3752.699951171875,335.75
2021-03-18,14557.849609375,25373.349609375,33856.40625,33222.6015625,10143.9501953125,11514.4501953125,3754.35009765625,330.79998779296875
2021-03-19,14744.0,25562.75,34161.203125,34028.3515625,10186.5,11667.099609375,3832.5,329.04998779296875
2021-03-22,14736.400390625,26035.349609375,33603.05859375,34608.0,10140.4501953125,11850.75,3867.449951171875,337.95001220703125
2021-03-23,14814.75,26105.69921875,34184.0,34473.75,10187.650390625,11907.2001953125,3841.949951171875,341.5
2021-03-24,14549.400390625,25802.94921875,33292.86328125,33987.1015625,9925.25,11916.2998046875,3717.550048828125,331.45001220703125
2021-03-25,14324.900390625,25237.099609375,33006.06640625,33213.1484375,9651.349609375,11816.7998046875,3718.300048828125,323.1499938964844
2021-03-26,14507.2998046875,25385.099609375,33317.8125,33818.44921875,9771.5,11883.2001953125,3855.300048828125,328.6000061035156
2021-03-30,14845.099609375,26121.099609375,33874.70703125,34578.8515625,9865.0,12206.599609375,3963.0,328.5
2021-03-31,14690.7001953125,25855.0,33303.51171875,34931.69921875,9862.4501953125,12272.599609375,3977.199951171875,334.1499938964844
2021-04-01,14867.349609375,25980.400390625,33857.60546875,34874.55078125,10022.599609375,12377.099609375,4189.14990234375,335.79998779296875
2021-04-05,14637.7998046875,26491.400390625,32678.470703125,34304.55078125,9768.0498046875,12331.5,4226.39990234375,324.45001220703125
2021-04-06,14683.5,26532.19921875,32500.97265625,34619.8515625,9781.349609375,12548.599609375,4286.9501953125,328.25
2021-04-07,14819.0498046875,26831.0,32990.81640625,34835.30078125,9937.0,12616.349609375,4325.4501953125,331.3999938964844
2021-04-08,14873.7998046875,27148.400390625,32782.46875,34983.05078125,9959.349609375,12611.7001953125,4494.9501953125,334.1000061035156
2021-04-09,14834.849609375,27367.05078125,32447.673828125,35253.1015625,9922.9501953125,12995.349609375,4467.2998046875,332.04998779296875
2021-04-12,14310.7998046875,26727.80078125,30791.642578125,34561.3515625,9415.650390625,12961.849609375,4196.0,307.1499938964844
2021-04-13,14504.7998046875,25851.30078125,31771.23046875,34720.3515625,9818.2998046875,12807.5,4337.89990234375,315.6499938964844
2021-04-15,14581.4501953125,26010.849609375,32112.4765625,34658.6015625,9691.4501953125,12987.0498046875,4397.4501953125,314.45001220703125
2021-04-16,14617.849609375,26324.900390625,31977.078125,34853.1484375,9808.9501953125,13234.25,4434.0,313.04998779296875
2021-04-19,14359.4501953125,26236.900390625,31208.037109375,34519.0,9532.150390625,13256.25,4366.10009765625,300.29998779296875
2021-04-20,14296.400390625,25877.599609375,31112.337890625,34296.5,9630.7001953125,13426.900390625,4384.39990234375,301.25
2021-04-22,14406.150390625,25826.69921875,31782.23046875,34043.05078125,9644.5498046875,13378.9501953125,4460.89990234375,305.1499938964844
2021-04-23,14341.349609375,25609.099609375,31721.931640625,33726.1015625,9596.9501953125,13319.75,4446.85009765625,301.79998779296875
2021-04-26,14485.0,25680.30078125,32274.775390625,33865.69921875,9641.4501953125,13203.849609375,4536.2998046875,312.04998779296875
2021-04-27,14653.0498046875,25815.75,32734.96875,34009.3515625,9708.2001953125,13296.75,4659.25,314.29998779296875
2021-04-28,14864.5498046875,25962.099609375,33722.41015625,34129.1484375,9871.5,13252.9501953125,4645.0498046875,312.45001220703125
2021-04-29,14894.900390625,25874.30078125,33714.109375,34009.0,9773.7001953125,13298.650390625,4855.2998046875,312.20001220703125
2021-04-30,14631.099609375,25664.44921875,32781.41796875,33623.44921875,9640.849609375,13469.25,4847.9501953125,309.6000061035156
2021-05-03,14634.150390625,25676.05078125,32465.373046875,33994.19921875,9662.9501953125,13507.4501953125,4952.4501953125,307.6499938964844
2021-05-04,14496.5,25489.0,32269.974609375,33822.75,9577.7001953125,13234.75,4921.64990234375,306.25
2021-05-06,14724.7998046875,26258.69921875,32827.41796875,34048.5,9815.099609375,13747.75,5095.0,305.3500061035156
2021-05-07,14823.150390625,26269.44921875,32904.1171875,34123.5,9819.4501953125,13747.099609375,5335.85009765625,307.6499938964844
2021-05-10,14942.349609375,26273.44921875,33142.01171875,34204.25,9973.0498046875,14131.849609375,5503.35009765625,310.04998779296875
2021-05-12,14696.5,25855.44921875,32451.923828125,34057.3984375,10013.650390625,14065.0498046875,5290.4501953125,310.3500061035156
2021-05-14,14677.7998046875,25588.19921875,32169.177734375,34781.5,9810.4501953125,13885.5,5091.35009765625,300.45001220703125
2021-05-17,14923.150390625,25703.55078125,33458.859375,34807.3984375,10001.7001953125,13858.7001953125,5207.75,304.6499938964844
2021-05-18,15108.099609375,25958.25,33922.00390625,34741.44921875,10324.0,13832.400390625,5294.39990234375,307.20001220703125
2021-05-19,15030.150390625,25982.80078125,33684.80859375,34729.69921875,10249.099609375,14001.349609375,5245.9501953125,313.79998779296875
2021-05-21,15175.2998046875,26105.30078125,34606.49609375,34690.55078125,10312.400390625,13993.7001953125,5099.14990234375,320.6499938964844
2021-05-24,15197.7001953125,26144.19921875,34943.1953125,34572.5,10315.75,14034.650390625,5068.60009765625,325.0
2021-05-26,15301.4501953125,26857.349609375,34683.796875,34815.69921875,10437.7998046875,14127.25,5004.75,335.45001220703125
2021-05-27,15337.849609375,27164.80078125,35094.64453125,34812.30078125,10486.0,14100.0498046875,5043.2998046875,331.45001220703125
2021-05-28,15435.650390625,27122.80078125,35141.0390625,34890.5,10510.25,13934.099609375,5055.75,331.6000061035156
2021-06-01,15574.849609375,27144.400390625,35336.7890625,35241.19921875,10457.849609375,14058.0498046875,5121.64990234375,334.3999938964844
2021-06-02,15576.2001953125,26939.650390625,35373.33984375,35058.6015625,10647.75,14151.849609375,5233.2998046875,339.25
2021-06-03,15690.349609375,26987.900390625,35648.5859375,35266.5,10647.650390625,14114.400390625,5268.0498046875,352.1000061035156
2021-06-04,15670.25,26996.75,35291.23828125,35138.0,10735.75,14101.5498046875,5339.14990234375,353.79998779296875
2021-06-07,15751.650390625,27295.650390625,35443.23828125,35375.3515625,10806.5498046875,14069.0,5315.5,352.79998779296875
2021-06-08,15740.099609375,27623.80078125,35084.89453125,35672.44921875,10873.900390625,14189.849609375,5258.89990234375,355.79998779296875
2021-06-09,15635.349609375,27539.0,34800.09375,35588.94921875,10734.400390625,14118.900390625,5209.4501953125,349.8999938964844
2021-06-10,15737.75,27798.0,35130.7890625,35731.30078125,10722.7001953125,14313.900390625,5265.2001953125,361.6000061035156
2021-06-11,15799.349609375,28217.5,35046.9921875,35646.94921875,10765.5,14464.0498046875,5406.7998046875,357.8500061035156
2021-06-14,15811.849609375,28314.099609375,34950.1953125,35659.94921875,10753.099609375,14449.599609375,5371.60009765625,352.3999938964844
2021-06-15,15869.25,28377.849609375,35247.33984375,35921.5,10754.400390625,14322.650390625,5368.9501953125,357.04998779296875
2021-06-16,15767.5498046875,28448.849609375,35003.09375,36131.25,10669.4501953125,14215.7001953125,5216.2001953125,352.54998779296875
2021-06-17,15691.400390625,28611.349609375,34604.99609375,36183.55078125,10523.0,14081.599609375,5095.10009765625,346.75
2021-06-18,15683.349609375,28445.599609375,34557.59765625,36287.1484375,10443.75,14030.599609375,5048.64990234375,343.8500061035156
2021-06-21,15746.5,28367.0,34870.89453125,36377.6015625,10401.150390625,14082.9501953125,5105.2001953125,351.8500061035156
2021-06-22,15772.75,28523.55078125,34744.59765625,36299.6484375,10540.4501953125,14095.0,5119.39990234375,349.45001220703125
2021-06-23,15686.9501953125,28258.5,34573.59765625,36188.75,10588.5,14018.0498046875,5061.7998046875,348.20001220703125
2021-06-24,15790.4501953125,29048.0,34826.59375,36242.55078125,10618.4501953125,13967.9501953125,5090.89990234375,345.54998779296875
2021-06-25,15860.349609375,29210.55078125,35364.23828125,36006.55078125,10706.7998046875,14069.599609375,5223.9501953125,346.54998779296875
2021-06-28,15814.7001953125,29068.55078125,35359.0390625,36054.44921875,10709.900390625,14247.599609375,5290.7998046875,346.70001220703125
2021-06-29,15748.4501953125,28986.25,35009.89453125,36234.55078125,10612.25,14330.2001953125,5226.0498046875,345.45001220703125
2021-06-30,15721.5,29168.0,34771.796875,36093.19921875,10600.349609375,14308.900390625,5215.7998046875,343.95001220703125
2021-07-01,15680.0,29003.099609375,34683.59765625,36234.8984375,10687.7001953125,14442.4501953125,5207.39990234375,342.79998779296875
2021-07-02,15722.2001953125,29007.94921875,34809.4921875,36216.69921875,10685.5,14529.650390625,5130.0498046875,344.6000061035156
2021-07-06,15818.25,28649.400390625,35578.734375,36238.5,10559.7001953125,14406.9501953125,5172.7001953125,352.79998779296875
2021-07-07,15879.650390625,28734.650390625,35770.88671875,36447.05078125,10552.5,14453.2001953125,5286.4501953125,359.70001220703125
2021-07-08,15727.900390625,28749.0,35273.69140625,36179.1015625,10456.0,14269.2998046875,5170.5,357.6499938964844
2021-07-09,15689.7998046875,28662.19921875,35071.54296875,36184.3984375,10420.2998046875,14360.2001953125,5273.60009765625,366.1499938964844
2021-07-12,15692.599609375,28532.349609375,35198.48828125,36176.6484375,10438.2001953125,14372.2001953125,5262.5498046875,379.3500061035156
2021-07-13,15812.349609375,28439.75,35672.984375,36110.30078125,10497.7998046875,14460.0498046875,5295.60009765625,380.79998779296875
2021-07-14,15853.9501953125,29339.849609375,35667.8359375,36073.19921875,10467.900390625,14507.0,5299.9501953125,377.20001220703125
2021-07-15,15924.2001953125,29718.05078125,35907.23046875,36182.94921875,10426.0,14467.4501953125,5335.39990234375,393.04998779296875
2021-07-16,15923.400390625,29400.25,35751.38671875,36253.55078125,10428.4501953125,14635.0498046875,5391.2998046875,397.54998779296875
2021-07-19,15752.400390625,29264.0,35078.79296875,36180.3984375,10310.900390625,14669.900390625,5317.85009765625,399.25
2021-07-20,15632.099609375,29252.5,34415.05078125,36230.25,10222.2001953125,14479.2001953125,5193.64990234375,389.1499938964844
2021-07-22,15824.0498046875,29779.94921875,34676.8984375,36263.6015625,10235.7998046875,14575.400390625,5348.9501953125,395.95001220703125
2021-07-23,15856.0498046875,29894.30078125,35033.9921875,36558.6484375,10201.349609375,14597.849609375,5353.7998046875,401.04998779296875
2021-07-26,15824.4501953125,29940.400390625,34949.29296875,36486.75,10137.9501953125,14652.5498046875,5387.39990234375,397.20001220703125
2021-07-27,15746.4501953125,29892.55078125,34797.04296875,36360.80078125,10094.349609375,14018.650390625,5465.89990234375,394.29998779296875
2021-07-28,15709.400390625,29954.150390625,34532.49609375,36360.3515625,10000.400390625,13964.75,5532.7998046875,391.20001220703125
2021-07-29,15778.4501953125,30371.400390625,34691.09765625,35990.05078125,9956.650390625,13920.349609375,5810.75,397.5
2021-07-30,15763.0498046875,30480.05078125,34583.94921875,36051.8984375,10048.5,14425.2998046875,5770.35009765625,398.6499938964844
2021-08-02,15885.150390625,30803.05078125,34709.59765625,36199.94921875,10183.4501953125,14474.9501953125,5781.2998046875,417.75
2021-08-03,16130.75,31165.849609375,35207.0390625,36826.05078125,10342.599609375,14647.849609375,5778.2001953125,418.8500061035156
2021-08-04,16258.7998046875,30977.150390625,36027.6328125,36482.44921875,10246.7998046875,14594.349609375,5759.89990234375,411.8500061035156
2021-08-05,16294.599609375,31211.19921875,35834.33203125,36701.44921875,10224.900390625,14579.849609375,5834.39990234375,407.3500061035156
2021-08-06,16238.2001953125,31303.30078125,35808.83203125,36669.80078125,10249.5,14517.5,5841.35009765625,403.45001220703125
2021-08-09,16258.25,31441.0,36028.53125,36691.8984375,10239.0,14533.4501953125,5732.0,400.5
2021-08-10,16280.099609375,31713.400390625,36033.68359375,36537.25,10158.75,14502.900390625,5573.2998046875,392.3999938964844
2021-08-11,16282.25,31670.0,35805.98046875,36425.8515625,10140.400390625,14291.150390625,5748.2998046875,393.45001220703125
2021-08-12,16364.400390625,32245.099609375,35936.6328125,36521.8515625,10180.5498046875,14133.0498046875,5769.25,398.20001220703125
2021-08-13,16529.099609375,32678.80078125,36168.9296875,36842.05078125,10178.2998046875,14049.0498046875,5799.2998046875,394.54998779296875
2021-08-16,16563.05078125,32577.94921875,36094.08203125,36954.25,10088.7998046875,13965.400390625,5884.89990234375,393.0
2021-08-17,16614.599609375,33414.75,35867.03125,37478.55078125,10088.2998046875,14041.25,5749.39990234375,390.25
2021-08-18,16568.849609375,33448.8984375,35554.0859375,37738.30078125,10067.9501953125,14071.349609375,5702.60009765625,387.25
2021-08-20,16450.5,33351.3515625,35033.4453125,38596.05078125,9904.7001953125,13711.150390625,5335.9501953125,373.3999938964844
2021-08-23,16496.44921875,33919.80078125,35123.98828125,38489.5,9759.150390625,13700.599609375,5291.25,369.70001220703125
2021-08-24,16624.599609375,33838.3984375,35711.6875,38232.80078125,9832.7998046875,13876.0498046875,5444.7998046875,376.45001220703125
2021-08-25,16634.650390625,34083.94921875,35585.8359375,38448.1015625,9808.650390625,13830.5,5474.0498046875,373.5
2021-08-26,16636.900390625,34041.1015625,35617.13671875,38670.69921875,9763.099609375,13758.599609375,5404.7001953125,374.5
2021-08-27,16705.19921875,34309.80078125,35627.38671875,38819.5,9793.849609375,13948.7001953125,5492.7001953125,377.25
2021-08-30,16931.05078125,34109.25,36347.2265625,39150.19921875,9957.900390625,14222.5,5628.10009765625,384.54998779296875
2021-08-31,17132.19921875,34570.25,36424.1796875,39529.69921875,10034.4501953125,14344.75,5714.60009765625,386.79998779296875
2021-09-01,17076.25,34110.5,36573.875,39644.69921875,10043.900390625,14319.849609375,5612.4501953125,408.3500061035156
2021-09-02,17234.150390625,34680.30078125,36830.87109375,40296.3984375,10022.4501953125,14458.5,5653.2998046875,413.45001220703125
2021-09-03,17323.599609375,34891.19921875,36760.72265625,40226.25,10124.75,14485.650390625,5719.35009765625,417.8500061035156
2021-09-06,17377.80078125,35415.1015625,36591.92578125,40169.05078125,10167.25,14481.5498046875,5742.7001953125,431.04998779296875
2021-09-07,17362.099609375,34951.30078125,36468.375,40289.8515625,10152.7001953125,14387.349609375,5708.35009765625,421.0
2021-09-08,17353.5,34678.19921875,36767.7734375,40263.44921875,10100.400390625,14349.4501953125,5720.75,420.70001220703125
2021-09-09,17369.25,34802.30078125,36682.7734375,40577.94921875,10112.599609375,14329.849609375,5765.14990234375,417.6000061035156
2021-09-13,17355.30078125,35129.6015625,36471.375,40592.3515625,10120.150390625,14377.0498046875,5839.2998046875,420.29998779296875
2021-09-14,17380.0,35431.5,36612.625,40469.55078125,10209.599609375,14410.9501953125,5810.35009765625,422.04998779296875
2021-09-15,17519.44921875,36075.19921875,36851.8203125,40504.5,10297.0,14487.900390625,5859.0498046875,422.70001220703125
2021-09-16,17629.5,35852.44921875,37668.1640625,41007.6015625,10351.4501953125,14491.349609375,5822.5,423.5
2021-09-17,17585.150390625,35646.5,37811.5078125,40798.8984375,10351.4501953125,14355.150390625,5683.85009765625,413.54998779296875
2021-09-20,17396.900390625,35400.05078125,37145.265625,41169.69921875,10202.650390625,14097.25,5309.0,404.70001220703125
2021-09-21,17562.0,36086.05078125,37235.41796875,41619.94921875,10155.9501953125,14278.9501953125,5444.4501953125,419.1499938964844
2021-09-22,17546.650390625,36422.44921875,36944.21875,41507.25,10284.599609375,14334.25,5524.64990234375,454.54998779296875
2021-09-23,17822.94921875,36816.8984375,37771.26171875,41548.80078125,10372.9501953125,14380.5,5616.0498046875,493.8999938964844
2021-09-24,17853.19921875,37103.25,37829.859375,41090.8984375,10429.0498046875,14289.150390625,5498.2001953125,501.29998779296875
2021-09-27,17855.099609375,36034.3984375,38170.8046875,40720.6015625,10765.150390625,14156.7001953125,5504.4501953125,516.2999877929688
2021-09-28,17748.599609375,35239.94921875,37944.55859375,40682.94921875,10695.9501953125,14171.599609375,5534.60009765625,500.70001220703125
2021-09-29,17711.30078125,35282.6484375,37742.5625,40472.1484375,10655.5,14404.9501953125,5661.25,506.3500061035156
2021-09-30,17618.150390625,35028.0,37424.66796875,40426.55078125,10598.4501953125,14466.5,5611.25,513.7999877929688
2021-10-01,17532.05078125,34780.6015625,37225.46484375,40399.0,10596.9501953125,14587.650390625,5638.7998046875,506.04998779296875
2021-10-04,17691.25,35126.1484375,37579.2109375,40445.44921875,10641.150390625,14812.400390625,5807.35009765625,517.0499877929688
2021-10-05,17822.30078125,35544.30078125,37740.5625,40427.5,10692.0,14738.25,5800.2998046875,510.0
2021-10-06,17646.0,35075.80078125,37521.11328125,40167.44921875,10567.5498046875,14461.9501953125,5627.35009765625,501.75
2021-10-07,17790.349609375,35703.8515625,37752.76171875,40226.3984375,11031.7998046875,14562.2001953125,5659.9501953125,532.6500244140625
2021-10-08,17895.19921875,36402.0,37774.8125,39993.3515625,11079.349609375,14514.7998046875,5681.4501953125,520.9000244140625
2021-10-11,17945.94921875,35179.94921875,38293.35546875,40318.05078125,11375.5498046875,14615.349609375,5766.39990234375,529.9000244140625
2021-10-12,17991.94921875,34869.75,38521.05078125,40808.75,11476.099609375,14629.2001953125,5829.35009765625,533.75
2021-10-13,18161.75,35285.6015625,38635.30078125,41149.3984375,11870.0,14679.400390625,5914.64990234375,532.4500122070312
2021-10-14,18338.55078125,35744.8515625,39340.44140625,41377.19921875,11800.2998046875,14728.650390625,6019.2001953125,539.25
2021-10-18,18477.05078125,36306.3515625,39684.33984375,41564.1484375,11814.7998046875,14598.2001953125,6253.10009765625,541.7999877929688
2021-10-19,18418.75,37106.3515625,39540.0390625,40237.30078125,11626.849609375,14384.349609375,6099.35009765625,516.0999755859375
2021-10-20,18266.599609375,36846.80078125,39517.73828125,39696.3515625,11493.2998046875,14177.349609375,5974.0,504.95001220703125
2021-10-21,18178.099609375,35913.6015625,40029.734375,39354.44921875,11557.400390625,14169.9501953125,5868.39990234375,497.8500061035156
2021-10-22,18114.900390625,35394.6484375,40323.1796875,38874.80078125,11433.9501953125,13949.650390625,5690.10009765625,510.6000061035156
2021-10-25,18125.400390625,35005.3984375,41191.91796875,38491.0,11228.2001953125,13943.849609375,5679.64990234375,496.45001220703125
2021-10-26,18268.400390625,35162.3515625,41237.8203125,38826.8515625,11452.25,13970.650390625,5830.64990234375,514.4000244140625
2021-10-27,18210.94921875,35503.8984375,40873.875,38946.1015625,11395.150390625,14094.25,5741.89990234375,515.9500122070312
2021-10-28,17857.25,34913.6015625,39508.48828125,38208.55078125,11260.900390625,13780.599609375,5544.5498046875,496.5
2021-10-29,17671.650390625,34408.75,39115.1484375,38222.1015625,11297.4501953125,13879.349609375,5563.39990234375,498.70001220703125
2021-11-01,17929.650390625,35290.0,39763.2890625,38663.6484375,11421.0,14049.4501953125,5733.75,518.7999877929688
2021-11-02,17888.94921875,35177.3515625,39937.984375,38616.19921875,11521.25,13993.2001953125,5643.14990234375,536.3499755859375
2021-11-03,17829.19921875,35177.1015625,39401.59375,38370.1015625,11401.2001953125,13888.2998046875,5695.4501953125,546.75
2021-11-04,17916.80078125,35334.25,39573.23828125,38710.1015625,11569.7998046875,13948.2001953125,5697.9501953125,548.0499877929688
2021-11-08,18068.55078125,35782.3515625,39437.79296875,39094.75,11645.75,13851.25,5780.4501953125,555.5999755859375
2021-11-09,18044.25,35815.1015625,39368.34375,38964.25,11766.25,13878.7001953125,5761.60009765625,556.1500244140625
2021-11-10,18017.19921875,35722.94921875,39022.796875,38917.3515625,11829.150390625,13911.2998046875,5660.4501953125,548.5999755859375
2021-11-11,17873.599609375,35583.6484375,38559.75,38542.55078125,11690.150390625,13717.7998046875,5681.0,535.7999877929688
2021-11-12,18102.75,36332.30078125,38732.90234375,38912.75,11706.5,13774.650390625,5728.7001953125,544.6500244140625
2021-11-15,18109.44921875,36465.30078125,38701.90234375,39278.30078125,11687.650390625,13974.349609375,5624.2998046875,545.8499755859375
2021-11-16,17999.19921875,36643.8984375,38306.65625,39014.6484375,11977.2998046875,13798.7998046875,5586.35009765625,545.0999755859375
2021-11-17,17898.650390625,36660.8984375,38041.109375,39013.44921875,12061.7998046875,13621.900390625,5568.10009765625,536.1500244140625
2021-11-18,17764.80078125,36007.0,37975.80859375,38866.5,11747.4501953125,13481.400390625,5423.89990234375,526.9000244140625
2021-11-22,17416.55078125,35478.94921875,37128.37109375,38351.6484375,11379.75,13245.349609375,5421.60009765625,505.1000061035156
2021-11-23,17503.349609375,35504.3984375,37272.3671875,38560.1015625,11455.7001953125,13489.9501953125,5600.39990234375,516.0
2021-11-24,17415.05078125,34966.25,37441.515625,38178.19921875,11308.849609375,13408.099609375,5602.60009765625,515.6500244140625
2021-11-25,17536.25,35300.25,37364.31640625,38259.75,11247.75,13566.5,5624.0,525.7000122070312
2021-11-26,17026.44921875,34606.1484375,36025.08203125,37547.1484375,10759.599609375,13797.099609375,5323.75,492.79998779296875
2021-11-29,17053.94921875,34870.75,35976.03125,37324.8515625,10704.150390625,13648.7998046875,5304.7001953125,484.6000061035156
2021-11-30,16983.19921875,35043.75,35694.88671875,37386.94921875,10603.5498046875,13662.7998046875,5201.7001953125,487.6000061035156
2021-12-01,17166.900390625,35429.0,36364.4765625,37457.8515625,10758.150390625,13442.099609375,5322.2001953125,494.6499938964844
2021-12-02,17401.650390625,36157.8515625,36507.82421875,37892.6015625,10873.150390625,13557.0,5405.0498046875,497.3500061035156
2021-12-03,17196.69921875,35848.05078125,36196.7265625,37498.1015625,10788.75,13443.849609375,5392.39990234375,496.29998779296875
2021-12-06,16912.25,34879.3984375,35735.484375,36821.8515625,10589.7998046875,13192.25,5327.89990234375,489.5
2021-12-07,17176.69921875,35272.30078125,36617.97265625,37175.8515625,10759.0,13234.349609375,5494.4501953125,500.45001220703125
2021-12-08,17469.75,35959.05078125,37284.265625,37659.94921875,11007.7001953125,13433.849609375,5594.89990234375,509.04998779296875
2021-12-09,17516.849609375,35946.3515625,37082.01953125,38201.6484375,11058.75,13449.400390625,5629.7998046875,507.6499938964844
2021-12-10,17511.30078125,35939.6015625,37105.21875,38189.55078125,11080.0498046875,13446.099609375,5658.89990234375,519.4000244140625
2021-12-13,17368.25,36050.55078125,36924.8203125,37823.55078125,11047.150390625,13432.900390625,5642.7998046875,512.4000244140625
2021-12-14,17324.900390625,36102.55078125,36893.51953125,37642.6015625,10972.150390625,13575.900390625,5666.7998046875,509.20001220703125
2021-12-15,17221.400390625,35737.19921875,36789.125,37424.6484375,11026.0,13512.0498046875,5604.10009765625,499.6000061035156
2021-12-16,17248.400390625,36160.30078125,36548.22265625,37244.3515625,10945.75,13393.650390625,5597.14990234375,495.3999938964844
2021-12-17,16985.19921875,36647.8984375,35618.234375,36438.0,10678.650390625,13230.7001953125,5476.7998046875,475.95001220703125
2021-12-20,16614.19921875,35916.44921875,34439.453125,36084.6484375,10405.2998046875,13184.4501953125,5269.60009765625,452.6499938964844
2021-12-21,16770.849609375,36627.1484375,34607.44921875,36336.80078125,10483.900390625,13282.849609375,5424.60009765625,459.95001220703125
2021-12-22,16955.44921875,36989.1484375,35029.09375,36505.55078125,10652.5498046875,13547.7001953125,5521.10009765625,473.5
2021-12-23,17072.599609375,37362.8515625,35190.73828125,36995.1015625,10731.0498046875,13644.5,5519.89990234375,484.45001220703125
2021-12-24,17003.75,37727.80078125,34856.64453125,36913.75,10620.75,13491.25,5492.7001953125,477.29998779296875
2021-12-27,17086.25,37988.5,35057.4921875,36883.3984375,10641.650390625,13710.150390625,5489.4501953125,479.6000061035156
2021-12-28,17233.25,38357.80078125,35183.390625,37162.69921875,10783.849609375,13836.150390625,5538.7001953125,483.3999938964844
2021-12-29,17213.599609375,38274.6484375,35044.9921875,37028.69921875,10829.5498046875,14072.900390625,5480.5498046875,483.04998779296875
2021-12-30,17203.94921875,38658.80078125,35063.1953125,37075.6484375,10755.650390625,14135.5,5416.64990234375,478.3500061035156
2021-12-31,17354.05078125,38701.05078125,35481.28515625,37579.94921875,10936.900390625,14223.0,5521.75,484.1499938964844
2022-01-03,17625.69921875,39123.80078125,36421.4765625,37606.05078125,11114.5498046875,14156.400390625,5628.10009765625,489.6499938964844
2022-01-04,17805.25,39370.69921875,36839.71875,37800.3515625,11139.400390625,14040.650390625,5606.85009765625,487.04998779296875
2022-01-05,17925.25,38609.1484375,37695.4609375,37910.94921875,11256.849609375,13999.849609375,5684.14990234375,492.8999938964844
2022-01-06,17745.900390625,38009.0,37489.8125,37622.5,11316.599609375,13912.25,5656.0,485.6499938964844
2022-01-07,17812.69921875,38139.8515625,37739.1640625,37864.44921875,11290.900390625,13857.9501953125,5684.85009765625,485.79998779296875
2022-01-10,18003.30078125,38212.19921875,38347.453125,37984.05078125,11501.7001953125,13858.9501953125,5718.7998046875,495.1499938964844
2022-01-11,18055.75,38605.44921875,38441.75390625,37849.8984375,11479.7001953125,13854.25,5610.35009765625,497.95001220703125
2022-01-12,18212.349609375,38604.75,38727.1015625,37992.94921875,11645.900390625,13833.7001953125,5685.0,507.45001220703125
2022-01-13,18257.80078125,38607.0,38469.50390625,38087.25,11686.150390625,14051.150390625,5882.75,503.79998779296875
2022-01-14,18255.75,38826.8515625,38369.953125,37816.0,11643.0498046875,13964.150390625,5871.39990234375,509.6000061035156
2022-01-17,18308.099609375,38804.94921875,38215.703125,37988.8984375,11881.25,13862.4501953125,5888.39990234375,516.0999755859375
2022-01-18,18113.05078125,38091.75,38209.85546875,37503.1484375,11598.75,13697.599609375,5755.14990234375,502.6499938964844
2022-01-19,17938.400390625,37281.69921875,38040.91015625,37106.3984375,11681.400390625,13682.7001953125,5801.10009765625,501.8999938964844
2022-01-20,17757.0,36662.19921875,37850.41015625,36681.3984375,11583.2001953125,13454.900390625,5831.14990234375,503.04998779296875
2022-01-21,17617.150390625,36054.6015625,37573.86328125,36812.8984375,11561.75,13243.0498046875,5719.5498046875,491.20001220703125
2022-01-24,17149.099609375,34821.6015625,36947.12109375,35941.3515625,11261.2001953125,12998.599609375,5420.4501953125,462.20001220703125
2022-01-25,17277.94921875,34707.44921875,37706.3125,36382.8515625,11522.75,13092.099609375,5485.14990234375,470.6000061035156
